claim_type,month_of_year,dcs_at_claim,gps_zone_mismatch,gps_jump_detected,gps_accuracy_low,vpn_detected,weather_claim_consistency,historical_dcs_deviation,claim_timing_anomaly,payout_frequency_score,duplicate_event_attempt,platform_inactivity_hours,unusual_claim_amount,gps_risk_score,weather_risk_score,behavioral_risk_score,fraud_score,risk_band,decision
suspicious,12,65,0,0,0,0,0.454,0.503,1,1.619,0,2.91,0,0,26,2,28,low,pass
clean,1,64,0,0,0,0,0.783,0.128,0,0.927,0,0.85,0,0,4,0,4,low,pass
fraudulent,11,60,1,0,0,0,0.273,0.712,1,4.795,0,7.75,1,20,30,17,67,high,fail
clean,2,57,0,0,0,0,0.777,0.139,0,0.959,0,0.65,0,0,4,0,4,low,pass
clean,3,84,0,0,0,1,0.817,0.057,0,0.693,0,0.0,0,3,4,0,7,low,pass
clean,3,74,0,0,0,0,0.793,0.222,0,1.064,0,0.6,0,0,4,0,4,low,pass
clean,12,82,0,0,0,0,0.927,0.087,0,0.822,0,0.41,0,0,1,0,1,low,pass
clean,2,80,0,0,0,0,0.791,0.067,0,0.897,0,0.52,0,0,4,0,4,low,pass
suspicious,11,73,0,1,0,0,0.749,0.482,1,1.557,1,2.71,0,12,15,10,37,medium,review
fraudulent,2,59,1,1,1,1,0.089,0.5,1,4.27,1,7.37,0,40,28,23,91,high,fail
clean,4,82,0,0,1,0,0.856,0.122,0,0.833,0,0.19,0,5,3,0,8,low,pass
clean,1,59,0,0,0,0,0.821,0.168,0,0.975,0,0.04,0,0,4,0,4,low,pass
clean,3,70,0,0,0,0,0.86,0.164,0,1.052,0,0.89,0,0,3,0,3,low,pass
clean,1,69,0,0,0,0,0.731,0.106,0,0.83,0,0.68,0,0,5,0,5,low,pass
clean,1,68,0,0,0,0,0.782,0.057,0,0.899,0,0.22,0,0,4,0,4,low,pass
suspicious,2,65,1,0,1,0,0.589,0.2,0,2.888,1,1.5,0,25,8,13,46,medium,review
suspicious,5,56,1,1,0,0,0.686,0.322,1,1.575,0,3.17,0,32,16,2,50,medium,review
clean,11,69,0,0,0,0,0.921,0.158,0,1.125,0,0.24,0,0,2,0,2,low,pass
suspicious,8,83,0,0,1,0,0.581,0.202,1,2.34,0,3.34,0,5,13,7,25,low,pass
clean,2,59,0,0,0,0,0.82,0.008,0,0.781,0,1.07,0,0,4,0,4,low,pass
suspicious,9,66,0,0,0,1,0.609,0.332,1,2.22,0,3.38,0,3,18,7,28,low,pass
clean,9,72,0,0,0,0,0.726,0.025,0,0.753,0,0.35,0,0,5,0,5,low,pass
suspicious,3,68,0,0,0,0,0.8,0.387,0,2.042,0,3.06,1,0,9,9,18,low,pass
suspicious,1,82,0,0,0,0,0.246,0.29,1,1.926,1,1.98,0,0,20,8,28,low,pass
suspicious,4,56,1,0,1,1,0.735,0.446,0,1.695,0,1.73,0,28,10,0,38,medium,review
clean,5,70,0,0,0,0,0.749,0.091,0,0.94,0,0.62,0,0,5,0,5,low,pass
clean,1,55,0,0,0,0,0.769,0.091,0,0.889,0,0.86,0,0,5,0,5,low,pass
clean,6,79,0,0,0,0,0.912,0.028,0,0.523,0,0.47,1,0,2,2,4,low,pass
clean,2,72,0,0,1,0,0.799,0.052,0,0.749,0,0.67,0,5,4,0,9,low,pass
clean,4,74,0,0,0,0,0.73,0.192,0,0.756,0,0.69,0,0,5,0,5,low,pass
clean,5,81,0,0,0,0,0.796,0.024,0,0.871,0,0.12,0,0,4,0,4,low,pass
clean,10,57,0,0,0,0,0.862,0.099,0,0.761,0,0.55,0,0,3,0,3,low,pass
clean,1,56,0,0,0,0,0.933,0.095,0,0.754,0,0.62,0,0,1,0,1,low,pass
suspicious,6,85,0,0,0,1,0.616,0.352,0,2.987,0,2.7,1,3,13,9,25,low,pass
clean,5,56,0,0,1,0,0.969,0.067,0,1.07,0,0.43,0,5,1,0,6,low,pass
clean,9,67,0,0,0,0,0.871,0.0,0,1.334,0,0.6,0,0,3,0,3,low,pass
clean,12,63,0,0,0,0,0.931,0.031,0,0.934,0,0.45,0,0,1,0,1,low,pass
suspicious,6,90,1,0,0,1,0.391,0.509,0,2.373,0,2.95,0,23,22,7,52,medium,review
clean,8,94,0,0,0,0,0.9,0.057,0,0.932,0,0.53,0,0,2,0,2,low,pass
clean,4,75,0,0,0,0,0.861,0.151,0,0.815,0,0.34,0,0,3,0,3,low,pass
clean,7,77,0,0,0,0,0.801,0.067,0,1.12,0,0.48,0,0,4,0,4,low,pass
clean,2,59,0,0,0,0,0.932,0.114,0,0.725,0,0.05,0,0,1,0,1,low,pass
clean,5,62,0,0,0,0,0.734,0.055,0,1.104,0,0.89,0,0,5,0,5,low,pass
suspicious,12,77,0,0,0,0,0.564,0.473,0,2.023,0,2.37,0,0,14,7,21,low,pass
clean,1,57,0,0,0,0,0.912,0.108,0,1.047,0,0.52,0,0,2,0,2,low,pass
clean,11,59,0,0,1,0,0.82,0.089,0,0.961,0,0.57,0,5,4,0,9,low,pass
suspicious,9,92,1,1,1,1,0.41,0.368,0,1.54,1,2.65,0,40,17,10,67,high,fail
suspicious,11,63,1,0,0,0,0.412,0.2,0,3.405,0,2.23,0,20,12,12,44,medium,review
fraudulent,10,73,1,1,0,1,0.106,0.943,0,3.262,0,4.32,1,35,28,17,80,high,fail
clean,8,95,0,0,1,0,0.834,0.075,0,0.772,0,0.22,0,5,3,0,8,low,pass
suspicious,5,84,0,1,0,1,0.522,0.544,0,1.5,0,3.84,1,15,20,4,39,medium,review
clean,9,69,0,0,0,0,0.973,0.069,0,0.975,0,0.46,0,0,1,0,1,low,pass
clean,9,81,0,0,0,0,0.712,0.161,0,0.907,0,0.34,0,0,6,0,6,low,pass
clean,6,79,0,0,0,0,0.728,0.126,0,0.93,0,0.68,1,0,5,2,7,low,pass
clean,9,66,0,0,0,0,0.894,0.059,0,0.3,0,0.47,0,0,2,0,2,low,pass
suspicious,3,81,1,0,1,0,0.523,0.396,0,3.059,0,2.95,0,25,15,12,52,medium,review
clean,9,93,0,0,0,0,0.905,0.119,0,0.623,0,0.11,0,0,2,0,2,low,pass
clean,11,68,0,0,0,0,0.942,0.056,0,0.974,0,0.19,0,0,1,0,1,low,pass
suspicious,10,85,0,0,0,0,0.662,0.405,1,2.151,0,3.67,1,0,17,9,26,low,pass
clean,2,63,0,0,0,0,0.871,0.064,0,0.902,0,0.7,0,0,3,0,3,low,pass
clean,7,66,0,0,0,0,0.939,0.094,0,1.257,0,0.28,0,0,1,0,1,low,pass
clean,11,83,0,0,0,0,0.725,0.029,0,0.898,0,0.5,0,0,6,0,6,low,pass
clean,6,68,0,0,0,0,0.86,0.067,0,1.345,0,0.95,0,0,3,0,3,low,pass
clean,11,75,0,0,0,0,0.758,0.095,0,0.91,0,0.71,0,0,5,0,5,low,pass
suspicious,7,87,0,0,1,0,0.321,0.209,0,1.691,0,4.5,0,5,14,5,24,low,pass
clean,5,69,0,0,0,0,0.798,0.14,0,1.018,0,0.45,0,0,4,0,4,low,pass
clean,6,68,0,0,0,0,0.916,0.039,0,0.806,0,0.0,0,0,2,0,2,low,pass
clean,4,81,0,0,0,0,0.858,0.06,0,1.338,0,0.52,1,0,3,2,5,low,pass
clean,10,85,0,0,0,0,0.916,0.133,0,0.884,0,0.8,0,0,2,0,2,low,pass
clean,9,72,0,0,0,0,0.853,0.124,0,1.372,0,0.56,0,0,3,0,3,low,pass
suspicious,8,69,0,0,1,0,0.471,0.309,1,2.258,0,3.12,1,5,21,9,35,medium,review
clean,5,57,0,0,0,0,0.855,0.021,0,0.447,0,0.21,0,0,3,0,3,low,pass
clean,12,62,0,0,0,0,0.855,0.103,0,0.991,0,0.61,0,0,3,0,3,low,pass
clean,4,77,0,0,0,0,0.81,0.049,0,1.004,0,0.57,0,0,4,0,4,low,pass
clean,1,65,0,0,0,0,0.763,0.131,0,1.091,0,0.74,0,0,5,0,5,low,pass
clean,9,68,0,0,0,0,0.927,0.062,0,1.07,0,0.45,0,0,1,0,1,low,pass
clean,6,94,0,0,0,0,1.0,0.145,0,0.986,0,1.01,0,0,0,0,0,low,pass
clean,10,58,0,0,0,0,0.809,0.128,0,1.347,0,0.74,0,0,4,0,4,low,pass
clean,5,55,0,0,0,0,0.862,0.087,0,0.706,0,0.41,0,0,3,0,3,low,pass
fraudulent,12,70,1,0,1,1,0.118,0.665,1,4.112,0,7.98,1,28,33,17,78,high,fail
clean,9,85,0,0,1,0,0.817,0.07,0,1.077,0,0.71,1,5,4,2,11,low,pass
suspicious,7,79,0,1,1,0,0.513,0.44,1,2.169,0,2.79,1,17,20,9,46,medium,review
clean,4,81,0,0,0,0,0.974,0.093,0,0.819,0,0.51,0,0,1,0,1,low,pass
clean,5,72,0,0,0,0,0.693,0.092,0,0.951,0,1.09,0,0,6,0,6,low,pass
suspicious,12,73,1,0,1,0,0.564,0.424,1,2.473,0,5.0,0,25,19,10,54,medium,review
clean,2,65,0,0,0,0,0.93,0.027,0,1.146,0,0.22,0,0,1,0,1,low,pass
clean,2,58,0,0,0,0,0.798,0.035,0,1.264,0,0.86,0,0,4,0,4,low,pass
clean,11,79,0,0,0,0,0.948,0.152,0,1.038,0,0.4,0,0,1,0,1,low,pass
fraudulent,12,56,1,1,1,1,0.221,0.623,1,3.519,0,5.54,1,40,31,17,88,high,fail
fraudulent,9,90,1,1,1,0,0.4,0.643,1,5.001,1,9.62,1,37,27,25,89,high,fail
clean,6,76,0,0,0,0,0.912,0.061,1,0.753,0,0.54,1,0,7,2,9,low,pass
suspicious,11,75,0,0,1,0,0.8,0.522,1,2.568,1,2.8,0,5,19,15,39,medium,review
clean,7,86,0,0,0,0,0.88,0.109,0,0.937,0,0.24,0,0,2,0,2,low,pass
clean,7,78,0,0,0,0,0.778,0.116,0,0.668,0,0.31,0,0,4,0,4,low,pass
clean,1,81,0,0,0,0,0.852,0.117,0,1.123,0,0.12,0,0,3,0,3,low,pass
suspicious,8,75,0,1,0,0,0.362,0.511,0,3.138,0,1.96,1,12,23,12,47,medium,review
clean,9,90,0,0,0,0,0.782,0.127,0,0.91,0,0.52,0,0,4,0,4,low,pass
suspicious,5,80,1,0,1,0,0.433,0.452,0,2.181,0,2.73,1,25,16,9,50,medium,review
clean,2,67,0,0,0,0,0.76,0.14,0,0.828,0,0.49,0,0,5,0,5,low,pass
clean,1,77,0,0,0,0,0.945,0.048,0,0.883,0,0.03,0,0,1,0,1,low,pass
fraudulent,3,64,1,0,1,0,0.148,0.893,1,3.0,0,6.85,1,25,32,12,69,high,fail
clean,3,79,0,0,0,0,0.978,0.127,1,0.783,0,0.17,0,0,5,0,5,low,pass
clean,5,77,0,0,0,0,0.696,0.178,0,0.816,0,0.0,0,0,6,0,6,low,pass
clean,5,72,0,0,0,0,0.768,0.046,0,0.801,0,1.22,1,0,5,2,7,low,pass
fraudulent,9,65,1,1,0,1,0.292,0.773,1,5.158,0,9.25,1,35,29,17,81,high,fail
suspicious,2,60,0,0,1,0,0.629,0.524,0,1.98,0,2.14,1,5,17,4,26,low,pass
clean,3,77,0,0,0,0,0.767,0.115,0,0.374,0,0.9,0,0,5,0,5,low,pass
clean,2,59,0,0,0,0,0.811,0.141,0,0.622,0,0.83,0,0,4,0,4,low,pass
clean,4,78,0,0,0,0,0.961,0.105,0,1.006,0,0.19,0,0,1,0,1,low,pass
clean,10,78,0,0,0,0,0.854,0.149,0,0.839,0,0.96,0,0,3,0,3,low,pass
fraudulent,11,60,1,1,1,1,0.022,0.651,1,3.0,0,6.97,1,40,35,12,87,high,fail
clean,9,75,0,0,0,0,0.833,0.091,0,1.048,0,0.41,0,0,3,0,3,low,pass
fraudulent,1,56,1,1,1,1,0.4,0.821,1,4.224,1,5.49,1,40,27,25,92,high,fail
clean,4,82,0,0,0,0,0.777,0.122,0,0.795,0,0.8,0,0,4,0,4,low,pass
clean,12,69,0,0,0,0,0.843,0.096,0,0.923,0,0.45,0,0,3,0,3,low,pass
clean,8,86,0,0,0,0,0.872,0.203,0,1.008,0,0.63,0,0,3,0,3,low,pass
clean,7,89,0,0,0,0,0.913,0.095,0,0.707,0,0.0,0,0,2,0,2,low,pass
clean,3,70,0,0,0,0,0.686,0.137,0,0.974,0,0.46,0,0,6,0,6,low,pass
clean,11,60,0,0,0,0,1.0,0.098,0,0.428,0,0.73,1,0,0,2,2,low,pass
suspicious,9,66,0,1,0,0,0.724,0.452,0,2.888,0,1.5,0,12,11,5,28,low,pass
clean,4,56,0,0,0,0,0.858,0.058,0,1.005,0,0.96,0,0,3,0,3,low,pass
fraudulent,9,81,1,1,0,1,0.163,0.798,1,3.499,1,6.47,1,35,32,25,92,high,fail
clean,12,80,0,0,0,0,0.809,0.19,0,0.684,0,0.53,0,0,4,0,4,low,pass
clean,8,80,0,0,0,0,0.96,0.003,0,0.986,0,0.53,0,0,1,0,1,low,pass
clean,3,63,0,0,0,0,0.796,0.161,0,1.243,0,0.7,0,0,4,0,4,low,pass
fraudulent,7,66,1,1,1,1,0.17,0.5,1,4.344,0,6.27,1,40,27,17,84,high,fail
clean,12,80,0,0,0,1,0.843,0.075,0,0.783,0,0.51,0,3,3,0,6,low,pass
fraudulent,12,76,1,1,1,1,0.077,0.855,0,3.589,1,6.67,1,40,28,25,93,high,fail
clean,9,88,0,0,0,0,0.824,0.133,0,1.019,0,0.65,0,0,4,0,4,low,pass
suspicious,9,81,0,0,0,0,0.375,0.361,1,3.101,0,2.66,0,0,22,12,34,medium,review
clean,12,59,0,0,0,0,0.934,0.099,0,0.838,0,0.56,0,0,1,0,1,low,pass
suspicious,5,67,1,0,0,0,0.425,0.47,0,1.873,0,3.55,0,20,17,2,39,medium,review
suspicious,3,63,1,0,0,1,0.712,0.423,1,2.015,0,3.19,1,23,16,9,48,medium,review
clean,2,59,0,0,0,0,0.791,0.089,0,0.795,0,0.27,0,0,4,0,4,low,pass
suspicious,7,94,0,0,0,0,0.645,0.478,0,2.827,0,3.24,1,0,12,9,21,low,pass
fraudulent,10,72,0,1,1,0,0.347,0.598,1,5.228,1,7.86,0,17,28,23,68,high,fail
suspicious,1,57,0,0,1,1,0.556,0.402,0,2.818,0,3.66,0,8,14,7,29,low,pass
clean,11,82,0,0,0,0,0.871,0.077,0,0.715,0,0.53,0,0,3,0,3,low,pass
clean,1,72,0,0,0,0,0.758,0.137,0,0.545,0,0.59,0,0,5,0,5,low,pass
clean,5,56,0,0,0,0,0.828,0.078,0,0.845,0,0.0,0,0,3,0,3,low,pass
suspicious,11,62,0,1,0,1,0.484,0.293,1,1.872,0,5.0,0,15,15,5,35,medium,review
clean,9,85,0,0,0,0,0.739,0.12,0,0.741,0,0.23,0,0,5,0,5,low,pass
clean,6,91,0,0,0,0,0.742,0.156,1,1.141,0,0.31,0,0,10,0,10,low,pass
suspicious,1,69,0,0,1,0,0.687,0.276,0,2.099,0,3.68,0,5,6,7,18,low,pass
clean,10,67,0,0,0,0,0.77,0.063,1,0.905,0,0.51,0,0,10,0,10,low,pass
fraudulent,7,78,0,0,1,1,0.092,1.0,1,3.525,0,7.93,0,8,33,15,56,medium,review
clean,5,82,0,0,0,0,0.898,0.06,0,0.993,0,0.25,0,0,2,0,2,low,pass
clean,4,64,0,0,1,0,0.856,0.141,0,0.788,0,0.62,0,5,3,0,8,low,pass
clean,10,63,0,0,0,0,0.804,0.109,0,0.921,0,0.39,1,0,4,2,6,low,pass
clean,9,89,0,0,0,0,0.703,0.139,0,1.298,0,0.54,0,0,6,0,6,low,pass
clean,7,82,0,0,0,0,0.801,0.11,0,1.129,0,0.88,0,0,4,0,4,low,pass
fraudulent,8,90,1,1,1,1,0.291,0.767,0,4.74,0,6.68,1,40,24,17,81,high,fail
clean,11,76,0,0,0,0,0.774,0.081,0,0.835,0,0.59,1,0,5,2,7,low,pass
suspicious,10,68,1,0,1,0,0.285,0.431,1,1.5,0,3.41,1,25,24,4,53,medium,review
fraudulent,1,85,1,1,1,0,0.317,0.834,1,3.483,0,7.44,1,37,29,17,83,high,fail
fraudulent,9,91,1,1,1,1,0.27,0.956,0,4.493,0,8.04,0,40,25,15,80,high,fail
clean,10,66,0,0,0,0,0.815,0.057,0,1.073,0,0.76,0,0,4,0,4,low,pass
clean,9,75,0,0,0,0,0.799,0.039,0,0.925,0,0.51,0,0,4,0,4,low,pass
clean,2,76,0,0,0,0,0.869,0.144,0,1.106,0,0.5,0,0,3,0,3,low,pass
fraudulent,2,58,1,0,1,1,0.1,0.591,1,3.723,0,6.32,1,28,33,17,78,high,fail
clean,3,68,0,0,0,0,0.809,0.088,0,0.915,0,0.31,0,0,4,0,4,low,pass
clean,9,83,0,0,0,0,0.876,0.191,0,0.867,0,0.3,0,0,2,0,2,low,pass
suspicious,5,78,0,0,1,0,0.596,0.3,1,2.226,0,2.32,0,5,13,7,25,low,pass
clean,1,65,0,0,0,0,0.764,0.056,1,0.768,0,0.19,0,0,10,0,10,low,pass
clean,3,82,0,0,0,0,0.952,0.122,1,1.088,0,0.09,0,0,6,0,6,low,pass
clean,12,56,0,0,0,0,0.826,0.121,0,1.231,0,0.27,0,0,3,0,3,low,pass
fraudulent,7,73,0,1,1,1,0.071,0.729,1,3.661,1,9.06,1,20,34,25,79,high,fail
clean,3,84,0,0,0,0,0.893,0.086,0,0.843,0,0.46,0,0,2,0,2,low,pass
clean,1,56,0,0,0,0,0.704,0.102,0,0.803,0,0.69,0,0,6,0,6,low,pass
clean,3,60,0,0,0,0,0.778,0.134,0,1.009,0,0.55,0,0,4,0,4,low,pass
clean,7,67,0,0,0,0,0.95,0.006,0,0.989,0,0.49,0,0,1,0,1,low,pass
fraudulent,6,65,1,1,1,1,0.193,0.553,1,3.064,0,7.84,1,40,31,17,88,high,fail
clean,10,66,0,0,0,0,0.913,0.19,0,1.293,0,0.04,0,0,2,0,2,low,pass
clean,2,81,0,0,0,0,0.838,0.113,0,1.092,0,0.93,0,0,3,0,3,low,pass
suspicious,1,78,1,0,0,0,0.396,0.326,0,2.985,0,1.5,1,20,17,7,44,medium,review
clean,8,67,0,0,0,0,0.764,0.122,0,1.311,0,0.0,1,0,5,2,7,low,pass
clean,8,73,0,0,0,0,0.855,0.128,0,1.194,0,0.63,0,0,3,0,3,low,pass
clean,10,80,0,0,0,0,0.703,0.036,0,1.174,0,0.63,0,0,6,0,6,low,pass
suspicious,11,59,0,0,1,0,0.381,0.429,1,2.454,0,1.5,1,5,22,7,34,medium,review
fraudulent,10,63,1,1,1,0,0.0,0.747,1,5.828,0,6.9,1,37,35,17,89,high,fail
clean,3,70,0,0,0,0,0.654,0.019,0,1.025,0,0.72,0,0,7,0,7,low,pass
fraudulent,12,79,1,1,1,1,0.181,0.627,1,4.835,0,8.16,1,40,31,17,88,high,fail
clean,3,57,0,0,0,0,0.906,0.052,0,1.08,0,0.39,0,0,2,0,2,low,pass
clean,12,66,0,0,0,0,0.802,0.068,0,0.904,0,0.67,0,0,4,0,4,low,pass
clean,3,68,0,0,0,0,0.688,0.063,0,0.808,0,0.81,0,0,6,0,6,low,pass
clean,1,78,0,0,0,0,0.781,0.083,0,1.062,0,0.51,0,0,4,0,4,low,pass
clean,5,83,0,0,0,0,0.973,0.092,0,1.277,0,1.12,0,0,1,0,1,low,pass
clean,3,65,0,0,0,0,0.887,0.121,0,1.012,0,0.74,0,0,2,0,2,low,pass
fraudulent,5,67,0,1,1,1,0.212,0.875,1,4.6,0,8.58,1,20,31,17,68,high,fail
clean,7,76,0,0,0,0,0.734,0.111,0,1.103,0,0.16,0,0,5,0,5,low,pass
clean,3,61,0,0,0,0,0.884,0.13,1,1.246,0,0.4,1,0,7,2,9,low,pass
clean,6,93,0,0,0,0,0.867,0.072,0,0.872,0,0.99,0,0,3,0,3,low,pass
suspicious,12,55,0,0,0,1,0.546,0.309,1,2.209,0,2.48,0,3,19,7,29,low,pass
clean,7,68,0,0,0,0,0.815,0.073,0,0.8,0,0.14,0,0,4,0,4,low,pass
suspicious,12,85,1,0,0,1,0.56,0.282,0,2.871,0,2.69,0,23,9,7,39,medium,review
clean,4,65,0,0,0,0,0.883,0.121,0,0.533,0,0.42,0,0,2,0,2,low,pass
suspicious,3,55,0,0,1,0,0.8,0.302,0,3.436,0,3.54,1,5,9,14,28,low,pass
clean,1,55,0,0,0,0,0.891,0.112,0,1.109,0,0.83,0,0,2,0,2,low,pass
clean,2,65,0,0,0,0,0.849,0.078,0,0.615,0,0.74,0,0,3,0,3,low,pass
clean,6,95,0,0,0,0,0.855,0.058,0,0.784,0,0.48,0,0,3,0,3,low,pass
suspicious,10,65,1,0,0,0,0.403,0.385,0,1.5,0,2.47,0,20,17,2,39,medium,review
clean,8,84,0,0,0,0,0.757,0.11,0,0.704,0,0.33,0,0,5,0,5,low,pass
clean,6,85,0,0,1,0,1.0,0.143,0,1.02,0,0.89,0,5,0,0,5,low,pass
clean,1,67,0,0,0,0,0.891,0.03,0,0.637,0,0.0,0,0,2,0,2,low,pass
suspicious,12,55,1,0,1,1,0.58,0.274,1,2.015,1,2.68,1,28,13,17,58,medium,review
fraudulent,1,71,1,0,1,1,0.139,0.695,1,3.974,0,5.93,1,28,32,17,77,high,fail
suspicious,4,75,1,0,0,0,0.318,0.404,1,3.388,0,3.28,1,20,24,14,58,medium,review
fraudulent,6,86,1,1,1,1,0.4,0.615,1,3.998,0,6.47,1,40,27,17,84,high,fail
clean,10,55,0,0,0,0,0.836,0.158,0,0.462,0,0.36,0,0,3,0,3,low,pass
fraudulent,9,66,1,1,1,1,0.366,0.626,1,4.943,0,7.41,0,40,28,15,83,high,fail
clean,9,73,0,0,0,0,0.844,0.116,0,0.883,0,0.0,0,0,3,0,3,low,pass
clean,4,73,0,0,0,0,0.887,0.069,0,0.625,0,0.62,0,0,2,0,2,low,pass
clean,4,55,0,0,1,0,0.876,0.149,0,0.848,0,0.76,0,5,2,0,7,low,pass
clean,3,65,0,0,0,0,0.852,0.117,0,0.986,0,0.1,0,0,3,0,3,low,pass
clean,2,70,0,0,0,0,0.88,0.105,0,0.846,0,0.53,0,0,2,0,2,low,pass
clean,3,64,0,0,0,0,1.0,0.004,0,0.874,0,0.74,0,0,0,0,0,low,pass
suspicious,3,76,0,0,1,0,0.363,0.417,1,2.451,0,1.5,1,5,23,7,35,medium,review
suspicious,12,80,1,1,0,0,0.462,0.558,0,1.505,0,2.56,1,32,21,4,57,medium,review
clean,9,82,0,0,0,0,0.837,0.1,0,0.817,0,0.52,0,0,3,0,3,low,pass
clean,2,57,0,0,0,0,0.847,0.136,0,1.069,0,0.63,0,0,3,0,3,low,pass
clean,1,64,0,0,0,0,0.869,0.022,0,0.923,0,0.83,0,0,3,0,3,low,pass
clean,6,89,0,0,0,0,0.721,0.034,0,1.198,0,0.05,0,0,6,0,6,low,pass
clean,6,92,0,0,0,0,0.842,0.072,0,1.186,0,0.59,0,0,3,0,3,low,pass
clean,7,74,0,0,0,0,0.913,0.103,0,1.299,0,0.28,0,0,2,0,2,low,pass
clean,11,80,0,0,0,0,0.877,0.163,0,1.197,0,0.42,0,0,2,0,2,low,pass
clean,6,76,0,0,0,0,0.688,0.081,0,1.249,0,0.27,0,0,6,0,6,low,pass
clean,1,77,0,0,0,1,0.873,0.085,0,0.886,0,0.89,0,3,3,0,6,low,pass
suspicious,6,91,1,0,0,1,0.588,0.584,1,2.788,0,3.13,1,23,23,9,55,medium,review
clean,10,78,0,0,0,0,0.842,0.117,0,0.653,0,0.18,0,0,3,0,3,low,pass
clean,2,71,0,0,0,0,0.911,0.146,1,0.635,0,0.76,0,0,7,0,7,low,pass
clean,2,68,0,0,0,0,0.836,0.058,0,0.837,0,0.77,0,0,3,0,3,low,pass
clean,6,82,0,0,0,0,0.899,0.115,0,0.976,0,0.16,0,0,2,0,2,low,pass
fraudulent,8,87,0,1,1,1,0.255,0.631,1,5.817,0,5.93,1,20,30,17,67,high,fail
clean,6,94,0,0,0,0,1.0,0.092,0,0.881,0,0.41,0,0,0,0,0,low,pass
clean,4,57,0,0,0,0,0.749,0.166,0,0.919,0,0.69,0,0,5,0,5,low,pass
clean,10,70,0,0,0,0,0.979,0.093,0,0.881,0,0.54,0,0,0,0,0,low,pass
clean,5,82,0,0,0,0,0.747,0.009,0,0.599,0,0.87,0,0,5,0,5,low,pass
suspicious,8,70,1,0,1,1,0.501,0.458,1,2.171,0,1.5,0,28,20,5,53,medium,review
clean,3,76,0,0,0,0,0.919,0.056,0,1.016,0,0.78,0,0,2,0,2,low,pass
clean,5,75,0,0,0,0,0.846,0.124,0,0.615,0,1.38,0,0,3,0,3,low,pass
suspicious,2,57,1,0,1,0,0.616,0.458,1,2.767,1,2.86,1,25,18,17,60,high,fail
clean,11,78,0,0,1,0,0.856,0.154,0,0.826,0,0.62,0,5,3,0,8,low,pass
suspicious,12,77,1,0,1,0,0.62,0.307,1,2.522,0,1.5,0,25,18,5,48,medium,review
fraudulent,2,62,1,1,0,0,0.292,0.935,1,4.925,1,8.75,0,32,29,23,84,high,fail
suspicious,7,73,1,1,0,1,0.436,0.358,0,2.363,0,3.13,0,35,16,7,58,medium,review
clean,8,79,0,0,0,0,0.815,0.054,0,1.245,0,0.25,0,0,4,0,4,low,pass
clean,4,59,0,0,0,0,0.983,0.125,0,0.941,0,0.66,0,0,0,0,0,low,pass
fraudulent,2,68,1,0,0,1,0.352,0.5,1,4.487,0,6.72,1,23,23,17,63,high,fail
suspicious,3,73,0,0,1,0,0.578,0.474,1,1.995,0,1.85,0,5,18,0,23,low,pass
clean,5,57,0,0,0,0,0.739,0.055,0,1.037,0,0.65,0,0,5,0,5,low,pass
clean,4,85,0,0,0,0,0.921,0.077,0,0.817,0,1.0,0,0,2,0,2,low,pass
clean,9,93,0,0,0,0,0.932,0.138,0,0.535,0,1.09,0,0,1,0,1,low,pass
clean,8,95,0,0,0,0,0.843,0.109,0,0.99,0,0.55,0,0,3,0,3,low,pass
clean,3,57,0,0,0,0,0.836,0.107,0,1.027,0,0.75,0,0,3,0,3,low,pass
clean,10,64,0,0,0,0,0.948,0.045,0,0.791,0,0.76,1,0,1,2,3,low,pass
suspicious,7,77,0,0,0,1,0.314,0.396,1,1.907,0,3.55,1,3,24,4,31,medium,review
clean,11,74,0,0,0,0,0.782,0.082,0,0.842,0,0.57,0,0,4,0,4,low,pass
clean,3,68,0,0,0,0,0.927,0.152,0,0.941,0,0.17,0,0,1,0,1,low,pass
clean,4,80,0,0,0,0,1.0,0.096,0,0.955,0,0.57,0,0,0,0,0,low,pass
clean,11,72,0,0,0,0,0.878,0.058,0,0.988,0,1.05,0,0,2,0,2,low,pass
clean,9,85,0,0,0,0,0.689,0.102,0,0.676,0,0.8,0,0,6,0,6,low,pass
suspicious,10,85,0,1,0,0,0.721,0.367,0,2.33,0,2.12,0,12,11,7,30,medium,review
clean,12,57,0,0,0,0,0.661,0.086,0,0.857,0,0.51,0,0,7,0,7,low,pass
clean,9,75,0,0,0,0,0.6,0.014,0,0.603,0,0.52,0,0,8,0,8,low,pass
clean,5,85,0,0,0,0,0.897,0.042,0,0.845,0,0.33,0,0,2,0,2,low,pass
clean,6,82,0,0,0,0,1.0,0.081,0,0.815,0,0.26,0,0,0,0,0,low,pass
suspicious,1,80,0,1,0,0,0.265,0.445,0,2.167,0,2.61,1,12,20,9,41,medium,review
fraudulent,12,63,1,1,1,0,0.218,0.5,1,5.616,1,4.0,1,37,26,22,85,high,fail
suspicious,8,77,0,0,0,1,0.8,0.379,0,2.107,0,3.67,0,3,9,7,19,low,pass
clean,4,66,0,0,0,0,0.822,0.147,0,0.962,0,0.71,0,0,4,0,4,low,pass
clean,5,67,0,0,0,0,0.933,0.091,0,1.093,0,0.66,0,0,1,0,1,low,pass
fraudulent,2,68,1,1,1,1,0.333,0.645,1,5.293,1,5.34,0,40,28,23,91,high,fail
